Pokedex Entry,Number,Name
PELIPPER is a flying transporter that carries small POKéMON and eggs inside its massive bill. This POKéMON builds its nest on steep cliffs facing the sea.,#279,Pelipper
WINGULL has the habit of carrying prey and valuables in its beak and hiding them in all sorts of locations. This POKéMON rides the winds and flies as if it were skating across the sky.,#278,Wingull
"SWELLOW flies high above our heads, making graceful arcs in the sky. This POKéMON dives at a steep angle as soon as it spots its prey. The hapless prey is tightly grasped by SWELLOW’s clawed feet, preventing escape.",#277,Swellow
"TAILLOW courageously stands its ground against foes, however strong they may be. This gutsy POKéMON will remain defiant even after a loss. On the other hand, it cries loudly if it becomes hungry.",#276,Taillow
SHIFTRY is a mysterious POKéMON that is said to live atop towering trees dating back over a thousand years. It creates terrific windstorms with the fans it holds.,#275,Shiftry
NUZLEAF live in densely overgrown forests. They occasionally venture out of the forest to startle people. This POKéMON dislikes having its long nose pinched.,#274,Nuzleaf
"LUDICOLO begins dancing as soon as it hears cheerful, festive music. This POKéMON is said to appear when it hears the singing of children on hiking outings.",#272,Ludicolo
"SEEDOT attaches itself to a tree branch using the top of its head. It sucks moisture from the tree while hanging off the branch. The more water it drinks, the glossier this POKéMON’s body becomes.",#273,Seedot
"LOMBRE is nocturnal - it will get active after dusk. It is also a mischief-maker. When this POKéMON spots anglers, it tugs on their fishing lines from beneath the surface and enjoys their consternation.",#271,Lombre
"LOTAD live in ponds and lakes, where they float on the surface. It grows weak if its broad leaf dies. On rare occasions, this POKéMON travels on land in search of clean water.",#270,Lotad
"DUSTOX is instinctively drawn to light. Swarms of this POKéMON are attracted by the bright lights of cities, where they wreak havoc by stripping the leaves off roadside trees for food.",#269,Dustox
"CASCOON makes its protective cocoon by wrapping its body entirely with a fine silk from its mouth. Once the silk goes around its body, it hardens. This POKéMON prepares for its evolution inside the cocoon.",#268,Cascoon
"BEAUTIFLY’s favorite food is the sweet pollen of flowers. If you want to see this POKéMON, just leave a potted flower by an open window. BEAUTIFLY is sure to come looking for pollen.",#267,Beautifly
"Using the spikes on its rear end, WURMPLE peels the bark off trees and feeds on the sap that oozes out. This POKéMON’s feet are tipped with suction pads that allow it to cling to glass without slipping.",#265,Wurmple
"SILCOON tethers itself to a tree branch using silk to keep from falling. There, this POKéMON hangs quietly while it awaits evolution. It peers out of the silk cocoon through a small hole.",#266,Silcoon
"LINOONE always runs full speed and only in straight lines. If facing an obstacle, it makes a right-angle turn to evade it. This POKéMON is very challenged by gently curving roads.",#264,Linoone
ZIGZAGOON restlessly wanders everywhere at all times. This POKéMON does so because it is very curious. It becomes interested in anything that it happens to see.,#263,Zigzagoon
MIGHTYENA gives obvious signals when it is preparing to attack. It starts to growl deeply and then flattens its body. This POKéMON will bite savagely with its sharply pointed fangs.,#262,Mightyena
"At first sight, POOCHYENA takes a bite at anything that moves. This POKéMON chases after prey until the victim becomes exhausted. However, it may turn tail if the prey strikes back.",#261,Poochyena
SWAMPERT is very strong. It has enough power to easily drag a boulder weighing more than a ton. This POKéMON also has powerful vision that lets it see even in murky water.,#260,Swampert
"The surface of MARSHTOMP’s body is enveloped by a thin, sticky film that enables it to live on land. This POKéMON plays in mud on beaches when the ocean tide is low.",#259,Marshtomp
"The fin on MUDKIP’s head acts as highly sensitive radar. Using this fin to sense movements of water and air, this POKéMON can determine what is taking place around it without using its eyes.",#258,Mudkip
"In battle, BLAZIKEN blows out intense flames from its wrists and attacks foes courageously. The stronger the foe, the more intensely this POKéMON’s wrists burn.",#257,Blaziken
"COMBUSKEN toughens up its legs and thighs by running through fields and mountains. This POKéMON’s legs possess both speed and power, enabling it to dole out ten kicks in one second.",#256,Combusken
"TORCHIC sticks with its TRAINER, following behind with unsteady steps. This POKéMON breathes fire of over 1,800 degrees F, including fireballs that leave the foe scorched black.",#255,Torchic
The leaves growing on SCEPTILE’s body are very sharp edged. This POKéMON is very agile - it leaps all over the branches of trees and jumps on its foe from above or behind.,#254,Sceptile
The leaves growing out of GROVYLE’s body are convenient for camouflaging it from enemies in the forest. This POKéMON is a master at climbing trees in jungles.,#253,Grovyle
TREECKO has small hooks on the bottom of its feet that enable it to scale vertical walls. This POKéMON attacks by slamming foes with its thick tail.,#252,Treecko
This POKéMON wanders across time. Grass and trees flourish in the forests in which it has appeared.,#251,Celebi
Legends claim this POKéMON flies the world's skies continuously on its magnificent seven-colored wings.,#250,Ho-oh
It is said that it quietly spends its time deep at the bottom of the sea because its powers are too strong.,#249,Lugia
"Its body can't be harmed by any sort of attack, so it is very eager to make challenges against enemies.",#248,Tyranitar
"Its shell is as hard as sheet rock, and it is also very strong. Its THRASHING can topple a mountain.",#247,Pupitar
"It feeds on soil. After it has eaten a large mountain, it will fall asleep so it can grow.",#246,Larvitar
"Said to be the reincarnation of north winds, it can instantly purify filthy, murky water.",#245,Suicune
"Volcanoes erupt when it barks. Unable to restrain its extreme power, it races headlong around the land.",#244,Entei
The rain clouds it carries let it fire thunderbolts at will. They say that it descended with lightning.,#243,Raikou
Anyone who takes even one bite of BLISSEY's egg becomes unfailingly caring and pleasant to everyone.,#242,Blissey
"Its milk is packed with nutrition, making it the ultimate beverage for the sick or weary.",#241,Miltank
"Each and every time it inhales and exhales, hot embers dribble out of its mouth and nostrils.",#240,Magby
"It rotates its arms to generate electricity, but it tires easily, so it charges up only a little bit.",#239,Elekid
Its lips are the most sensitive parts on its body. It always uses its lips first to examine things.,#238,Smoochum
"If you become enchanted by its smooth, elegant, dance-like kicks, you may get drilled hard.",#237,Hitmontop
"It is always bursting with energy. To make itself stronger, it keeps on fighting even if it loses.",#236,Tyrogue
A special fluid oozes from the tip of its tail. It paints the fluid everywhere to mark its territory.,#235,Smeargle
The curved antlers subtly change the flow of air to create a strange space where reality is distorted.,#234,Stantler
"This upgraded version of PORYGON is designed for space exploration. It can't fly, though.",#233,Porygon2
"It has sharp, hard tusks and a rugged hide. Its TACKLE is strong enough to knock down a house.",#232,Donphan
"It swings its long snout around playfully, but because it is so strong, that can be dangerous.",#231,Phanpy
It is said that it usually hides in underwater caves. It can create whirlpools by yawning.,#230,Kingdra
"If you are burned by the flames it shoots from its mouth, the pain will never go away.",#229,Houndoom
It uses different kinds of cries for communicating with others of its kind and for pursuing its prey.,#228,Houndour
"Its sturdy wings look heavy, but they are actually hollow and light, allowing it to fly freely in the sky.",#227,Skarmory
"As it majestically swims, it doesn't care if REMORAID attach to it for scavenging its leftovers.",#226,Mantine
It carries food all day long. There are tales about lost people who were saved by the food it had.,#225,Delibird
It traps enemies with its suction-cupped tentacles then smashes them with its rock-hard head.,#224,Octillery
It has superb accuracy. The water it shoots out can strike even moving prey from more than 300 feet.,#223,Remoraid
It continuously sheds and grows. The tip of its head is prized as a treasure for its beauty.,#222,Corsola
"Because the long hair all over its body obscures its sight, it just keeps charging repeatedly.",#221,Piloswine
It rubs its snout on the ground to find and dig up food. It sometimes discovers hot springs.,#220,Swinub
The shell on its back is just skin that has cooled and hardened. It breaks easily with a slight touch.,#219,Magcargo
"It never sleeps. It has to keep moving because if it stopped, its magma body would cool and harden.",#218,Slugma
"Although it is a good climber, it prefers to snap trees with its forelegs and eat fallen BERRIES.",#217,Ursaring
"If it finds honey, its crescent mark glows. It always licks its paws because they are soaked with honey.",#216,Teddiursa
"Its paws conceal sharp claws. If attacked, it suddenly extends the claws and startles its enemy.",#215,Sneasel
This powerful POKéMON thrusts its prized horn under its enemies’ bellies then lifts and throws them.,#214,Heracross
It swings its eye-patterned pincers up to scare its foes. This makes it look like it has three heads.,#212,Scizor
The BERRIES it stores in its vase-like shell decompose and become a gooey liquid.,#213,Shuckle
"To fire its poison spikes, it must inflate its body by drinking over 2.6 gallons of water all at once.",#211,Qwilfish
"It is actually timid and easily spooked. If attacked, it flails about to fend off its attacker.",#210,Granbull
"Although it looks frightening, it is actually kind and affectionate. It is very popular among women.",#209,Snubbull
"Its body has been compressed deep under the ground. As a result, it is even harder than a diamond.",#208,Steelix
It flies straight at its target's face then clamps down on the startled victim to inject poison.,#207,Gligar
"When spotted, this POKéMON escapes backward by furiously boring into the ground with its tail.",#206,Dunsparce
Its entire body is shielded by a steel-hard shell. What lurks inside the armor is a total mystery.,#205,Forretress
It likes to make its shell thicker by adding layers of tree bark. The additional weight doesn't bother it.,#204,Pineco
"Its tail has a small brain of its own. Beware! If you get close, it may react to your scent and bite.",#203,Girafarig
"It hates light and shock. If attacked, it inflates its body to pump up its counterstrike.",#202,Wobbuffet
Their shapes look like hieroglyphs on ancient tablets. It is said that the two are somehow related.,#201,Unown
It likes playing mischievous tricks such as screaming and wailing to startle people at night.,#200,Misdreavus
"It has incredible intellect and intuition. Whatever the situation, it remains calm and collected.",#199,Slowking
"Feared and loathed by many, it is believed to bring misfortune to all those who see it at night.",#198,Murkrow
"When agitated, this POKéMON protects itself by spraying poisonous sweat from its pores.",#197,Umbreon
It uses the fine hair that covers its body to sense air currents and predict its enemy's actions.,#196,Espeon
"This carefree POKéMON has an easy-going nature. While swimming, it always bumps into boat hulls.",#195,Quagsire
This POKéMON lives in cold water. It will leave the water to search for food when it gets cold outside.,#194,Wooper
"If it flaps its wings really fast, it can generate shock waves that will shatter windows in the area.",#193,Yanma
"It converts sunlight into energy. In the darkness after sunset, it closes its petals and becomes still.",#192,Sunflora
"It may drop out of the sky suddenly. If attacked by a SPEAROW, it will violently shake its leaves.",#191,Sunkern
Its tail is so powerful that it can use it to grab a tree branch and hold itself up in the air.,#190,Aipom
"Once it catches the wind, it deftly controls its cotton-puff spores to float, even around the world.",#189,Jumpluff
The bloom on top of its head opens and closes as the temperature fluctuates up and down.,#188,Skiploom
"To keep from being blown away by the wind, they gather in clusters. They do enjoy gentle breezes, though.",#187,Hoppip
"If POLIWAG and POLIWHIRL hear its echoing cry, they respond by gathering from far and wide.",#186,Politoed
"Although it always pretends to be a tree, its composition appears to be closer to a rock than a plant.",#185,Sudowoodo
"By keeping still and listening intently, it can tell what is in even wild, fast-moving rivers.",#184,Azumarill
"The tip of its tail, which contains oil that is lighter than water, lets it swim without drowning.",#183,Marill
BELLOSSOM gather at times and appear to dance. They say that the dance is a ritual to summon the sun.,#182,Bellossom
The tail's tip shines brightly and can be seen from far away. It acts as a beacon for lost people.,#181,Ampharos
"As a result of storing too much electricity, it developed patches where even downy wool won't grow.",#180,Flaaffy
"If static electricity builds in its body, its fleece doubles in volume. Touching it will shock you.",#179,Mareep
They say that it stays still and quiet because it is seeing both the past and future at the same time.,#178,Xatu
"Because its wings aren't yet fully grown, it has to hop to get around. It is always staring at something.",#177,Natu
"They say that it will appear before kindhearted, caring people and shower them with happiness.",#176,Togetic
The shell seems to be filled with joy. It is said that it will share good luck when treated kindly.,#175,Togepi
"It has a very soft body. If it starts to roll, it will bounce all over and be impossible to stop.",#174,Igglybuff
"Because of its unusual, star-like silhouette, people believe that it came here on a meteor.",#173,Cleffa
It is not yet skilled at storing electricity. It may send out a jolt if amused or startled.,#172,Pichu
The light it emits is so bright that it can illuminate the sea's surface from a depth of over three miles.,#171,Lanturn
It shoots positive and negative electricity between the tips of its two antennae and zaps its enemies.,#170,Chinchou
It flies so silently through the dark on its four wings that it may not be noticed even when nearby.,#169,Crobat
It spins string not only from its rear but also from its mouth. It is hard to tell which end is which.,#168,Ariados
"It lies still in the same pose for days in its web, waiting for its unsuspecting prey to wander close.",#167,Spinarak
"When the stars flicker in the night sky, it flutters about, scattering a glowing powder.",#166,Ledian
It is very timid. It will be afraid to move if it is alone. But it will be active if it is in a group.,#165,Ledyba
Its eyes are specially adapted. They concentrate even faint light and enable it to see in the dark.,#164,Noctowl
"It always stands on one foot. It changes feet so fast, the movement can rarely be seen.",#163,Hoothoot
It makes a nest to suit its long and skinny body. The nest is impossible for other POKéMON to enter.,#162,Furret
"A very cautious POKéMON, it raises itself up using its tail to get a better view of its surroundings.",#161,Sentret
"When it bites with its massive and powerful jaws, it shakes its head and savagely tears its victim up.",#160,Feraligatr
"If it loses a fang, a new one grows back in its place. There are always 48 fangs lining its mouth.",#159,Croconaw
Its well-developed jaws are powerful and capable of crushing anything. Even its trainer must be careful.,#158,Totodile
"If its rage peaks, it becomes so hot that anything that touches it will instantly go up in flames.",#157,Typhlosion
Be careful if it turns its back during battle. It means that it will attack with the fire on its back.,#156,Quilava
"It is timid, and always curls itself up in a ball. If attacked, it flares up its back for protection.",#155,Cyndaquil
The aroma that rises from its petals contains a substance that calms aggressive feelings.,#154,Meganium
"The scent of spices comes from around its neck. Somehow, sniffing it makes you want to fight.",#153,Bayleef
A sweet aroma gently wafts from the leaf on its head. It is docile and loves to soak up the sun's rays.,#152,Chikorita
So rare that it is still said to be a mirage by many experts. Only a few people have seen it worldwide.,#151,Mew
It was created by a scientist after years of horrific gene splicing and DNA engineering experiments.,#150,Mewtwo
A mystical POKéMON that exudes a gentle aura. Has the ability to change climate conditions.,#148,Dragonair
An extremely rarely seen marine POKéMON. Its intelligence is said to match that of humans.,#149,Dragonite
Long considered a mythical POKéMON until recently when a small colony was found living underwater.,#147,Dratini
Known as the legendary bird of fire. Every flap of its wings creates a dazzling flash of flames.,#146,Moltres
A legendary bird POKéMON that is said to appear from clouds while dropping enormous lightning bolts.,#145,Zapdos
A legendary bird POKéMON that is said to appear to doomed people who are lost in icy mountains.,#144,Articuno
"Very lazy. Just eats and sleeps. As its rotund bulk builds, it becomes steadily more slothful.",#143,Snorlax
"A ferocious, prehistoric POKéMON that goes for the enemy's throat with its serrated saw-like fangs.",#142,Aerodactyl
Its sleek shape is perfect for swimming. It slashes prey with its claws and drains the body fluids.,#141,Kabutops
A POKéMON that was resurrected from a fossil found in what was once the ocean floor eons ago.,#140,Kabuto
A prehistoric POKéMON that died out when its heavy shell made it impossible to catch prey.,#139,Omastar
"Although long extinct, in rare cases, it can be genetically resurrected from fossils.",#138,Omanyte
A POKéMON that consists entirely of programming code. Capable of moving freely in cyberspace.,#137,Porygon
"When storing thermal energy in its body, its temperature could soar to over 1600 degrees.",#136,Flareon
It accumulates negative ions in the atmosphere to blast out 10000-volt lightning bolts.,#135,Jolteon
Lives close to water. Its long tail is ridged with a fin which is often mistaken for a mermaid's.,#134,Vaporeon
Its genetic code is irregular. It may mutate if it is exposed to radiation from element STONEs.,#133,Eevee
Capable of copying an enemy's genetic code to instantly transform itself into a duplicate of the enemy.,#132,Ditto
A POKéMON that has been overhunted almost to extinction. It can ferry people across the water.,#131,Lapras
"Rarely seen in the wild. Huge and vicious, it is capable of destroying entire cities in a rage.",#130,Gyarados
"In the distant past, it was somewhat stronger than the horribly weak descendants that exist today.",#129,Magikarp
"When it targets an enemy, it charges furiously while whipping its body with its long tails.",#128,Tauros
"If it fails to crush the victim in its pincers, it will swing it around and toss it hard.",#127,Pinsir
Its body always burns with an orange glow that enables it to hide perfectly among flames.,#126,Magmar
"Normally found near power plants, they can wander away and cause major blackouts in cities.",#125,Electabuzz
It seductively wiggles its hips as it walks. It can cause people to dance in unison with it.,#124,Jynx
"With ninja-like agility and speed, it can create the illusion that there is more than one.",#123,Scyther
"If interrupted while it is miming, it will slap around the offender with its broad hands.",#122,Mr. Mime
Its central core glows with the seven colors of the rainbow. Some people value the core as a gem.,#121,Starmie
An enigmatic POKéMON that can effortlessly regenerate any appendage it loses in battle.,#120,Staryu
"In the autumn spawning season, they can be seen swimming powerfully up rivers and creeks.",#119,Seaking
"Its tail fin billows like an elegant ballroom dress, giving it the nickname of the Water Queen.",#118,Goldeen
Capable of swimming backwards by rapidly flapping its wing-like pectoral fins and stout tail.,#117,Seadra
Known to shoot down flying bugs with precision blasts of ink from the surface of the water.,#116,Horsea
The infant rarely ventures out of its mother's protective pouch until it is 3 years old.,#115,Kangaskhan
The whole body is swathed with wide vines that are similar to seaweed. Its vines shake as it walks.,#114,Tangela
A rare and elusive POKéMON that is said to bring happiness to those who manage to get it.,#113,Chansey
"Protected by an armor-like hide, it is capable of living in molten lava of 3,600 degrees.",#112,Rhydon
Its massive bones are 1000 times harder than human bones. It can easily knock a trailer flying.,#111,Rhyhorn
"Where two kinds of poison gases meet, 2 KOFFINGs can fuse into a WEEZING over many years.",#110,Weezing
"Because it stores several kinds of toxic gases in its body, it is prone to exploding without warning.",#109,Koffing
Its tongue can be extended like a chameleon's. It leaves a tingling sensation when it licks enemies.,#108,Lickitung
"While apparently doing nothing, it fires punches in lightning fast volleys that are impossible to see.",#107,Hitmonchan
"When in a hurry, its legs lengthen progressively. It runs smoothly with extra long, loping strides.",#106,Hitmonlee
The bone it holds is its key weapon. It throws the bone skillfully like a boomerang to KO targets.,#105,Marowak
"Because it never removes its skull helmet, no one has ever seen this POKéMON's real face.",#104,Cubone
"Legend has it that on rare occasions, one of its heads will drop off and continue on as an EXEGGCUTE.",#103,Exeggutor
"Often mistaken for eggs. When disturbed, they quickly gather and attack in swarms.",#102,Exeggcute
It stores electric energy under very high pressure. It often explodes with little or no provocation.,#101,Electrode
"Usually found in power plants. Easily mistaken for a POKé BALL, they have zapped many people.",#100,Voltorb
"The large pincer has 10000 hp of crushing power. However, its huge size makes it unwieldy to use.",#099,Kingler
"Its pincers are not only powerful weapons, they are used for balance when walking sideways.",#098,Krabby
"When it locks eyes with an enemy, it will use a mix of PSI moves such as HYPNOSIS and CONFUSION.",#097,Hypno
Puts enemies to sleep then eats their dreams. Occasionally gets sick from eating bad dreams.,#096,Drowzee
"As it grows, the stone portions of its body harden to become similar to a diamond, but colored black.",#095,Onix
"Under a full moon, this POKéMON likes to mimic the shadows of people and laugh at their fright.",#094,Gengar
"Because of its ability to slip through block walls, it is said to be from another dimension.",#093,Haunter
"Almost invisible, this gaseous POKéMON cloaks the target and puts it to sleep without notice.",#092,Gastly
"When attacked, it launches its horns in quick volleys. Its innards have never been seen.",#091,Cloyster
Its hard shell repels any kind of attack. It is vulnerable only when its shell is open.,#090,Shellder
"Thickly covered with a filthy, vile sludge. It is so toxic, even its footprints contain poison.",#089,Muk
Appears in filthy areas. Thrives by sucking up polluted sludge that is pumped out of factories.,#088,Grimer
Stores thermal energy in its body. Swims at a steady 8 knots even in intensely cold waters.,#087,Dewgong
The protruding horn on its head is very hard. It is used for bashing through thick ice.,#086,Seel
"Uses its three brains to execute complex plans. While two heads sleep, one head stays awake.",#085,Dodrio
A bird that makes up for its poor flying with its fast foot speed. Leaves giant footprints.,#084,Doduo
The sprig of green onions it holds is its weapon. It is used much like a metal sword.,#083,Farfetch'd
Formed by several MAGNEMITEs linked together. They frequently appear when sunspots flare up.,#082,Magneton
Uses anti-gravity to stay suspended. Appears without warning and uses THUNDER WAVE and similar moves.,#081,Magnemite
The SHELLDER that is latched onto SLOWPOKE's tail is said to feed on the host's left over scraps.,#080,Slowbro
Incredibly slow and dopey. It takes 5 seconds for it to feel pain when under attack.,#079,Slowpoke
"Very competitive, this POKéMON will chase anything that moves fast in the hopes of racing it.",#078,Rapidash
Its hooves are 10 times harder than diamonds. It can trample anything completely flat in little time.,#077,Ponyta
Its boulder-like body is extremely hard. It can easily withstand dynamite blasts without damage.,#076,Golem
Rolls down slopes to move. It rolls over any obstacle without slowing or changing its direction.,#075,Graveler
"Found in fields and mountains. Mistaking them for boulders, people often step or trip on them.",#074,Geodude
"The tentacles are normally kept short. On hunts, they are extended to ensnare and immobilize prey.",#073,Tentacruel
Drifts in shallow seas. Anglers who hook them by accident are often punished by its stinging acid.,#072,Tentacool
"Said to live in huge colonies deep in jungles, although no one has ever returned from there.",#071,Victreebel
It spits out POISONPOWDER to immobilize the enemy and then finishes it with a spray of ACID.,#070,Weepinbell
A carnivorous POKéMON that traps and eats bugs. It uses its root feet to soak up needed moisture.,#069,Bellsprout
"Using its heavy muscles, it throws powerful punches that can send the victim clear over the horizon.",#068,Machamp
"Its muscular body is so powerful, it must wear a power save belt to be able to regulate its motions.",#067,Machoke
Loves to build its muscles. It trains in all styles of martial arts to become even stronger.,#066,Machop
"Its brain can outperform a supercomputer. Its intelligence quotient is said to be 5,000.",#065,Alakazam
It emits special alpha waves from its body that induce headaches just by being close by.,#064,Kadabra
"Using its ability to read minds, it will identify impending danger and TELEPORT to safety.",#063,Abra
An adept swimmer at both the front crawl and breast stroke. Easily overtakes the best human swimmers.,#062,Poliwrath
"Capable of living in or out of water. When out of water, it sweats to keep its body slimy.",#061,Poliwhirl
Its newly grown legs prevent it from running. It appears to prefer swimming than trying to stand.,#060,Poliwag
A POKéMON that has been admired since the past for its beauty. It runs agilely as if on wings.,#059,Arcanine
Very protective of its territory. It will bark and bite to repel intruders from its space.,#058,Growlithe
Always furious and tenacious to boot. It will not abandon chasing its quarry until it is caught.,#057,Primeape
Extremely quick to anger. It could be docile one moment then thrashing away the next instant.,#056,Mankey
"While lulling its enemies with its vacant look, this wily POKéMON will use psychokinetic powers.",#054,Psyduck
"Often seen swimming elegantly by lake shores. It is often mistaken for the Japanese monster, Kappa.",#055,Golduck
"Although its fur has many admirers, it is tough to raise as a pet because of its fickle meanness.",#053,Persian
Adores circular objects. Wanders the streets on a nightly basis to look for dropped loose change.,#052,Meowth
A team of DIGLETT triplets. It triggers huge earthquakes by burrowing 60 miles underground.,#051,Dugtrio
Lives about one yard underground where it feeds on plant roots. It sometimes appears above ground.,#050,Diglett
The dust-like scales covering its wings are color coded to indicate the kinds of poison it has.,#049,Venomoth
Lives in the shadows of tall trees where it eats insects. It is attracted by light at night.,#048,Venonat
A host-parasite pair in which the parasite mushroom has taken over the host bug. Prefers damp places.,#047,Parasect
Burrows to suck tree roots. The mushrooms on its back grow by drawing nutrients from the bug host.,#046,Paras
"The larger its petals, the more toxic pollen it contains. Its big head is heavy and hard to hold up.",#045,Vileplume
The fluid that oozes from its mouth isn't drool. It is a nectar that is used to attract prey.,#044,Gloom
"During the day, it keeps its face buried in the ground. At night, it wanders around sowing its seeds.",#043,Oddish
"Once it strikes, it will not stop draining energy from the victim even if it gets too heavy to fly.",#042,Golbat
Forms colonies in perpetually dark places. Uses ultrasonic waves to identify and approach targets.,#041,Zubat
"The body is soft and rubbery. When angered, it will suck in air and inflate itself to an enormous size.",#040,Wigglytuff
"When its huge eyes light up, it sings a mysteriously soothing melody that lulls its enemies to sleep.",#039,Jigglypuff
Very smart and very vengeful. Grabbing one of its many tails could result in a 1000-year curse.,#038,Ninetales
"At the time of birth, it has just one tail. The tail splits from its tip as it grows older.",#037,Vulpix
A timid fairy POKéMON that is rarely seen. It will run and hide the moment it senses people.,#036,Clefable
Its magical and cute appeal has many admirers. It is rare and found only in certain areas.,#035,Clefairy
"It uses its powerful tail in battle to smash, constrict, then break the prey's bones.",#034,Nidoking
An aggressive POKéMON that is quick to attack. The horn on its head secretes a powerful venom.,#033,Nidorino
"Stiffens its ears to sense danger. The larger its horns, the more powerful its secreted venom.",#032,Nidoran♂
Its hard scales provide strong protection. It uses its hefty bulk to execute powerful moves.,#031,Nidoqueen
The female's horn develops slowly. Prefers physical attacks such as clawing and biting.,#030,Nidorina
"Although small, its venomous barbs render this POKéMON dangerous. The female has smaller horns.",#029,Nidoran♀
Curls up into a spiny ball when threatened. It can roll while curled up to attack or escape.,#028,Sandslash
Burrows deep underground in arid locations far from water. It only emerges to hunt for food.,#027,Sandshrew
Its long tail serves as a ground to protect itself from its own high voltage power.,#026,Raichu
"When several of these POKéMON gather, their electricity could build and cause lightning storms.",#025,Pikachu
It is rumored that the ferocious warning markings on its belly differ from area to area.,#024,Arbok
"Moves silently and stealthily. Eats the eggs of birds, such as PIDGEY and SPEAROW, whole.",#023,Ekans
"With its huge and magnificent wings, it can keep aloft without ever having to land for rest.",#022,Fearow
Eats bugs in grassy areas. It has to flap its short wings at high speed to stay airborne.,#021,Spearow
It uses its whiskers to maintain its balance. It apparently slows down if they are cut off.,#020,Raticate
"Bites anything when it attacks. Small and very quick, it is a common sight in many places.",#019,Rattata
"When hunting, it skims the surface of water at high speed to pick off unwary prey such as MAGIKARP.",#018,Pidgeot
"When the bulb on its back grows large, it appears to lose the ability to stand on its hind legs.",#002,Ivysaur
